Cliente;Tipo de Cliente;Itens;Vendas Líquidas ($);Método de Pagamento;Gênero;Estado Civil;Idade;Região
1443;Regular;4.21;102;Boleto;Feminino;Solteiro(a);44;Colombo
1444;1Compra;6.23;48;MasterCard;Masculino;Casado(a);31;Curitiba
1445;Regular;7.31;50;MasterCard;Feminino;Solteiro(a);36;Londrina
1446;Regular;7.31;54;Boleto;Feminino;Casado(a);47;Guarapuava
1447;1Compra;5.65;54;Boleto;Feminino;Casado(a);70;Guarapuava
1448;Regular;6.74;63;MasterCard;Feminino;Casado(a);38;Toledo
1449;Regular;7.91;56;Boleto;Feminino;Casado(a);22;Colombo
1450;Regular;6.74;143;Visa;2;Solteiro(a);54;Maringa
1451;Regular;6.18;50;Boleto;2;Casado(a);42;Toledo
1452;Regular;5.22;51;Boleto;Feminino;Solteiro(a);36;Pato Branco
1453;Regular;6.5;45;Visa;Feminino;Casado(a);51;Colombo
1454;Regular;6.56;24;Visa;Feminino;Casado(a);39;Toledo
1455;Regular;7.83;62;MasterCard;Feminino;Solteiro(a);41;Maringa
1456;1Compra;8.63;57;MasterCard;Feminino;Casado(a);26;Pato Branco
1457;1Compra;4.18;72;Boleto;Feminino;Solteiro(a);33;Toledo
1458;Regular;6.27;53;Boleto;Feminino;Casado(a);37;Maringa
1459;Regular;7.86;35;Boleto;Feminino;6;41;Pato Branco
1460;1Compra;7.41;64;Boleto;Feminino;Solteiro(a);36;CuritibaCuritiba
1461;1Compra;6.36;41;Boleto;Feminino;Solteiro(a);45;Colombo
1462;Regular;7.55;37;Boleto;Masculino;Solteiro(a);26;Pato Branco
1463;1Compra;7.43;38;Boleto;Feminino;Casado(a);74;Guarapuava
1464;Regular;5.88;41;MasterCard;Feminino;Casado(a);20;Guarapuava
1465;Regular;4.92;30;Boleto;Feminino;Solteiro(a);33;Guarapuava
1466;Regular;6.14;60;Boleto;Feminino;Solteiro(a);23;Colombo
1467;Regular;4.55;76;Boleto;Feminino;Casado(a);32;Colombo
1468;Regular;4.07;50;Boleto;Feminino;Casado(a);31;Maringa
1469;Regular;4.51;42;Boleto;Feminino;Casado(a);53;Guarapuava
1470;Regular;8.18;83;Boleto;Feminino;Solteiro(a);34;Toledo
1471;Regular;7.21;57;Visa;Feminino;Solteiro(a);70;Pato Branco
1472;Regular;7.59;41;Boleto;Feminino;Solteiro(a);28;Toledo
1473;Regular;5.37;62;Boleto;Feminino;Solteiro(a);28;Maringa
1474;Regular;5.87;23;Visa;Feminino;Solteiro(a);51;Toledo
1475;1Compra;4.17;90;Boleto;Feminino;Casado(a);30;Pato Branco
1476;Regular;5.3;34;MasterCard;Feminino;Solteiro(a);26;Pato Branco
1477;Regular;5.47;46;Boleto;Feminino;Casado(a);55;Maringa
1478;Regular;7.39;38;MasterCard;Feminino;Casado(a);30;Colombo
1479;Regular;5.09;29;MasterCard;Feminino;Solteiro(a);34;Guarapuava
1480;Regular;7.44;53;Boleto;Feminino;Solteiro(a);88;Pato Branco
1481;Regular;6.52;67;Boleto;Feminino;Casado(a);54;Toledo
1482;Regular;7.31;59;Visa;Feminino;Solteiro(a);41;Pato Branco
1483;Regular;7.54;43;Boleto;Feminino;Solteiro(a);29;Colombo
1484;Regular;6.98;34;Boleto;Feminino;Solteiro(a);59;Curitiba0
1485;Regular;6.49;58;Boleto;Masculino;Casado(a);35;Colombo
1486;Regular;5.77;67;Visa;Feminino;Solteiro(a);58;Colombo
1487;Regular;6.68;56;MasterCard;Masculino;Solteiro(a);47;Toledo
1488;1Compra;5.23;65;Boleto;Feminino;Casado(a);51;Curitiba0
1489;Regular;7.5;31;Boleto;Feminino;Casado(a);54;Guarapuava
1490;Regular;5.89;61;Boleto;Feminino;Casado(a);27;Guarapuava
1491;1Compra;5.03;51;MasterCard;Feminino;Solteiro(a);34;Toledo
1492;Regular;4.85;94;Boleto;Feminino;Solteiro(a);22;Pato Branco
1493;Regular;7.9;36;Boleto;Feminino;Solteiro(a);56;Maringa
1494;Regular;6.68;91;Visa;Feminino;Solteiro(a);26;Pato Branco
1495;Regular;7.41;54;Boleto;Feminino;Solteiro(a);56;Colombo
1496;Regular;7.46;27;Visa;Masculino;Casado(a);28;Pato Branco
1497;Regular;5.7;46;Boleto;Feminino;Solteiro(a);30;Toledo
1498;Regular;6.14;36;Boleto;Feminino;Casado(a);70;Guarapuava
1499;Regular;7.17;71;MasterCard;Feminino;Solteiro(a);43;Toledo
1500;Regular;6.83;70;Boleto;Feminino;Solteiro(a);46;CuritibaCuritiba
1501;Regular;7.91;62;Boleto;Feminino;Casado(a);55;Curitiba
1502;Regular;5.4;39;Visa;Feminino;Solteiro(a);32;Pato Branco
1503;Regular;7.78;66;Boleto;Feminino;Solteiro(a);28;Maringa
1504;Regular;8.02;56;Boleto;Feminino;Solteiro(a);61;Colombo
1505;Regular;7.83;52;Boleto;Masculino;Casado(a);29;Maringa
1506;Regular;7.96;75;MasterCard;Feminino;Solteiro(a);61;Pato Branco
1507;Regular;7.33;93;Boleto;Masculino;Solteiro(a);49;Colombo
1508;Regular;7.96;89;Visa;Feminino;Casado(a);29;Colombo
1509;Regular;5.97;48;Boleto;Feminino;Casado(a);53;Colombo
1510;Regular;6.08;66;Boleto;Feminino;Casado(a);28;Guarapuava
1511;Regular;8.79;50;Boleto;Feminino;Solteiro(a);61;Guarapuava
1512;Regular;5.6;114;Boleto;Feminino;Solteiro(a);28;Toledo
1513;Regular;6.32;57;Boleto;Feminino;Solteiro(a);59;Colombo
1514;1Compra;5.57;52;Visa;Feminino;Solteiro(a);33;Colombo
1515;1Compra;6.02;47;Boleto;Feminino;Solteiro(a);38;Pato Branco
1516;Regular;7.86;95;Boleto;Masculino;Casado(a);58;Toledo
1517;Regular;6.56;56;Boleto;Feminino;Solteiro(a);40;Toledo
1518;1Compra;6.17;63;Visa;Feminino;Casado(a);53;Maringa
1519;Regular;4.93;62;MasterCard;Feminino;Solteiro(a);33;Maringa
1520;Regular;4.16;138;Boleto;Feminino;Casado(a);56;Londrina
1521;Regular;5.2;112;MasterCard;Feminino;Solteiro(a);23;Londrina
1522;1Compra;5.61;53;Boleto;Feminino;Solteiro(a);40;Maringa
1523;Regular;7.47;33;Boleto;Feminino;Solteiro(a);53;Pato Branco
1524;1Compra;6.03;82;Boleto;Masculino;Casado(a);47;Pato Branco
1525;Regular;7.57;66;Visa;Feminino;Solteiro(a);63;Maringa
1526;Regular;7.53;113;Boleto;Masculino;Solteiro(a);28;Pato Branco
1527;Regular;8.37;79;Boleto;Feminino;Casado(a);38;Colombo
1528;1Compra;6.96;31;Boleto;Feminino;Casado(a);46;Colombo
1529;1Compra;7.34;77;Boleto;Feminino;Casado(a);23;Toledo
1530;Regular;7.19;35;Boleto;Feminino;Solteiro(a);40;Pato Branco
1531;Regular;5.93;31;Boleto;Feminino;Solteiro(a);43;Maringa
1532;Regular;5.52;58;Boleto;Feminino;Solteiro(a);49;Colombo
1533;Regular;5.07;66;Boleto;Feminino;Solteiro(a);48;Pato Branco
1534;Regular;6.1;80;Boleto;Feminino;Solteiro(a);28;Guarapuava
1535;Regular;8.5;43;Boleto;Masculino;Casado(a);45;Guarapuava
1536;Regular;7.46;59;Boleto;Feminino;Solteiro(a);33;Maringa
1537;Regular;7.79;78;Boleto;Feminino;Casado(a);27;Maringa
1538;Regular;4.99;38;Boleto;Feminino;Solteiro(a);40;Colombo
1539;Regular;8.74;48;Boleto;Feminino;Solteiro(a);33;Toledo
1540;Regular;4.47;61;Boleto;Feminino;Casado(a);49;Londrina
1541;Regular;6.67;70;Boleto;Feminino;Solteiro(a);44;Pato Branco
1542;Regular;7.73;59;Boleto;Feminino;Solteiro(a);27;Guarapuava
1543;Regular;4.76;77;Visa;Feminino;Solteiro(a);41;Toledo
1544;Regular;8.03;61;Boleto;Masculino;Casado(a);52;Colombo
1545;Regular;7.9;41;Boleto;Feminino;Solteiro(a);67;Maringa
1546;Regular;6.09;47;Visa;Masculino;Solteiro(a);70;Colombo
1547;Regular;4.34;41;MasterCard;Feminino;Casado(a);25;Curitiba0
1548;Regular;4.25;53;Boleto;Feminino;Casado(a);63;Toledo
1549;1Compra;5.36;114;MasterCard;Feminino;Casado(a);53;Pato Branco
1550;1Compra;4.27;64;MasterCard;Feminino;Solteiro(a);29;Guarapuava
1551;Regular;4.46;111;Boleto;Feminino;Solteiro(a);34;Maringa
1552;1Compra;5.14;75;Boleto;Feminino;Solteiro(a);41;Pato Branco
1553;1Compra;5.78;36;Boleto;Feminino;Solteiro(a);23;Guarapuava
1554;Regular;5.58;28;Boleto;Feminino;Solteiro(a);54;Maringa
1555;1Compra;7.97;39;MasterCard;Masculino;Casado(a);44;Maringa
1556;1Compra;7.13;104;Boleto;Feminino;Solteiro(a);66;Colombo
1557;Regular;6.51;64;MasterCard;Feminino;Casado(a);51;Dois Vizinhos
1558;1Compra;5.81;32;Visa;Feminino;Solteiro(a);57;Colombo
1559;Regular;6.26;30;Boleto;Feminino;Solteiro(a);35;Toledo
1560;1Compra;7.67;87;Boleto;Feminino;Casado(a);26;Maringa
1561;Regular;7.43;59;Boleto;Feminino;Solteiro(a);36;Toledo
1562;Regular;5.2;63;Boleto;Feminino;Solteiro(a);18;Maringa
1563;Regular;8.31;83;Boleto;Feminino;Solteiro(a);45;Pato Branco
1564;Regular;4.72;83;Boleto;Masculino;Casado(a);50;Guarapuava
1565;1Compra;6.08;52;Boleto;Feminino;Solteiro(a);27;Toledo
1566;Regular;6.44;46;Boleto;Masculino;Solteiro(a);46;Toledo
1567;Regular;7.99;40;Boleto;Feminino;Casado(a);67;Guarapuava
1568;Regular;8.4;51;Boleto;Feminino;Casado(a);26;Toledo
1569;Regular;7.18;49;MasterCard;Feminino;Casado(a);51;Maringa
1570;Regular;7.53;67;Visa;Feminino;Solteiro(a);32;Pato Branco
1571;1Compra;4.25;52;Boleto;Feminino;Solteiro(a);36;Pato Branco
1572;Regular;6.82;88;Boleto;Feminino;Solteiro(a);24;Pato Branco
1573;1Compra;4.96;59;Visa;Feminino;Solteiro(a);52;Pato Branco
1574;Regular;7.4;46;Boleto;Feminino;Solteiro(a);61;Pato Branco
1575;1Compra;6.99;67;Visa;Masculino;Casado(a);25;Londrina
1576;Regular;7.64;31;Boleto;Feminino;Solteiro(a);49;Maringa
1577;1Compra;6.44;84;Visa;Feminino;Casado(a);56;Colombo
1578;Regular;4.12;33;Boleto;Feminino;Solteiro(a);18;Toledo
1579;Regular;6.04;33;Boleto;Feminino;Solteiro(a);63;Maringa
1580;Regular;4.76;77;Visa;Feminino;Casado(a);50;Guarapuava
1581;Regular;4.37;59;Boleto;Feminino;Solteiro(a);44;Pato Branco
1582;Regular;4.57;85;Visa;Feminino;Solteiro(a);54;Pato Branco
1583;Regular;5.38;60;Boleto;Feminino;Solteiro(a);56;Maringa
1584;Regular;5.16;46;Boleto;Masculino;Casado(a);39;Guarapuava
1585;Regular;6.96;63;Boleto;Feminino;Solteiro(a);69;Colombo
1586;Regular;5.85;45;Boleto;Masculino;Solteiro(a);51;Pato Branco
1587;Regular;7.25;75;MasterCard;Feminino;Casado(a);40;Maringa
1588;Regular;8.23;52;Boleto;Feminino;Casado(a);19;Pato Branco
1589;Regular;5.24;38;Boleto;Feminino;Casado(a);52;Guarapuava
1590;Regular;7.1;98;Boleto;Feminino;Solteiro(a);33;Maringa
1591;Regular;8.06;87;Boleto;Feminino;Solteiro(a);32;Colombo
1592;1Compra;8.57;75;MasterCard;Feminino;Solteiro(a);54;Curitiba0
1593;1Compra;6.89;41;Boleto;Feminino;Solteiro(a);31;Toledo
1594;Regular;5.43;57;Boleto;Feminino;Solteiro(a);50;Colombo
1595;Regular;5.8;67;Boleto;Masculino;Casado(a);26;Maringa
1596;Regular;4.51;31;Boleto;Feminino;Solteiro(a);59;Colombo
1597;Regular;4.91;56;Visa;Feminino;Casado(a);61;Guarapuava
1598;Regular;7.98;69;Boleto;Feminino;Solteiro(a);21;Maringa
1599;Regular;6.38;61;MasterCard;Feminino;Solteiro(a);84;Colombo
1600;Regular;5.11;51;Visa;Feminino;Casado(a);36;Londrina
1601;Regular;6.78;47;Boleto;Feminino;Solteiro(a);22;Colombo
1602;Regular;7.28;87;Boleto;Feminino;Solteiro(a);22;Pato Branco
1603;1Compra;6.08;62;Boleto;Feminino;Solteiro(a);32;Pato Branco
1604;Regular;5.09;31;Boleto;Masculino;Casado(a);56;Londrina
1605;Regular;4.88;99;Boleto;Feminino;Solteiro(a);49;Toledo
1606;1Compra;7.86;33;MasterCard;Masculino;Solteiro(a);29;Toledo
1607;Regular;4.47;55;Boleto;Feminino;Casado(a);39;Maringa
1608;Regular;6.2;49;Boleto;Feminino;Casado(a);89;Pato Branco
1609;Regular;7.67;35;Boleto;Feminino;Casado(a);22;Pato Branco
1610;Regular;5.27;58;Visa;Feminino;Solteiro(a);27;Colombo
1611;Regular;6.39;52;Boleto;Feminino;Solteiro(a);31;Toledo
1612;Regular;7.49;53;Boleto;Feminino;Solteiro(a);38;Toledo
1613;Regular;6.75;46;Boleto;Feminino;Solteiro(a);24;Colombo
1614;Regular;7.74;42;Boleto;Feminino;Solteiro(a);26;Toledo
1615;1Compra;5.52;59;Boleto;Masculino;Casado(a);31;Colombo
1616;1Compra;5.6;76;Boleto;Feminino;Solteiro(a);48;Maringa
1617;Regular;7.83;45;MasterCard;Feminino;Casado(a);57;Londrina
1618;Regular;7.47;35;Visa;Feminino;Solteiro(a);35;Toledo
1619;1Compra;6.73;40;Boleto;Feminino;Solteiro(a);69;Colombo
1620;1Compra;5.17;69;Boleto;Feminino;Casado(a);32;Guarapuava
1621;Regular;7.37;80;Boleto;Feminino;Solteiro(a);48;Colombo
1622;1Compra;7.66;58;Boleto;Feminino;Solteiro(a);38;Guarapuava
1623;Regular;5.06;84;Boleto;Feminino;Solteiro(a);63;Colombo
1624;Regular;7.14;90;MasterCard;Masculino;Casado(a);69;Pato Branco
1625;Regular;6.27;73;Boleto;Feminino;Solteiro(a);30;Londrina
1626;Regular;5.93;73;Boleto;Masculino;Solteiro(a);24;Maringa
1627;Regular;4.43;59;Boleto;Feminino;Casado(a);37;Guarapuava
1628;Regular;4.45;67;Boleto;Feminino;Casado(a);57;Colombo
1629;Regular;5.82;49;Boleto;Feminino;Casado(a);26;Curitiba0
1630;Regular;4.72;37;MasterCard;Feminino;Solteiro(a);37;Toledo
1631;Regular;7.53;58;Boleto;Feminino;Solteiro(a);26;Pato Branco
1632;Regular;4.83;116;Boleto;Feminino;Solteiro(a);51;Curitiba0
1633;Regular;7.55;40;Boleto;Feminino;Solteiro(a);28;Londrina
1634;1Compra;5.35;75;Boleto;Feminino;Solteiro(a);63;Colombo
1635;Regular;7.72;46;Boleto;Masculino;Casado(a);48;Maringa
1636;Regular;6.27;91;Boleto;Feminino;Solteiro(a);58;Maringa
1637;Regular;7.17;44;Boleto;Feminino;Casado(a);27;Guarapuava
1638;Regular;4.35;115;Boleto;Feminino;Solteiro(a);30;Pato Branco
1639;Regular;6.53;53;Boleto;Feminino;Solteiro(a);43;Maringa
1640;Regular;4.82;56;Boleto;Feminino;Casado(a);38;Maringa
1641;Regular;7.48;52;Boleto;Feminino;Solteiro(a);39;Londrina
1642;Regular;4.61;61;Boleto;Feminino;Solteiro(a);52;Pato Branco
1643;Regular;6.62;21;Boleto;Feminino;Solteiro(a);48;Colombo
1644;Regular;4.36;49;Boleto;Masculino;Casado(a);23;CuritibaCuritiba
1645;Regular;5.97;24;Boleto;Feminino;Solteiro(a);65;Toledo
1646;Regular;4.14;84;MasterCard;Masculino;Solteiro(a);44;Guarapuava
1647;1Compra;4.17;33;Boleto;Feminino;Casado(a);33;Colombo
1648;Regular;8.14;42;MasterCard;Feminino;Casado(a);46;Toledo
1649;Regular;5.16;64;Boleto;Feminino;Casado(a);43;Curitiba0
1650;1Compra;6.86;31;Boleto;Feminino;Solteiro(a);35;Maringa
1651;Regular;6.86;38;Boleto;Feminino;Solteiro(a);33;Maringa
1652;Regular;7.96;90;Boleto;Feminino;Solteiro(a);37;Curitiba0
1653;Regular;6.22;76;Boleto;Feminino;Solteiro(a);42;Colombo
1654;Regular;7.46;28;Boleto;Feminino;Solteiro(a);52;Maringa
1655;Regular;5.6;55;Boleto;Masculino;Casado(a);26;Pato Branco
1656;Regular;5.18;54;Visa;Feminino;Solteiro(a);40;Pato Branco
1657;Regular;7.45;65;Boleto;Feminino;Casado(a);46;Maringa
1658;Regular;7.55;33;Boleto;Feminino;Solteiro(a);36;Pato Branco
1659;Regular;6.1;68;Visa;Feminino;Solteiro(a);33;Pato Branco
1660;Regular;4.99;38;Boleto;Feminino;Casado(a);54;Londrina
1661;Regular;5.45;49;Visa;Feminino;Solteiro(a);25;Colombo
1662;Regular;6.01;87;Boleto;Feminino;Solteiro(a);46;Colombo
1663;Regular;5.48;63;Boleto;Feminino;Solteiro(a);52;Toledo
1664;Regular;5.17;46;MasterCard;Masculino;Casado(a);24;Toledo
1665;Regular;4.11;55;Boleto;Feminino;Solteiro(a);24;Guarapuava
1666;Regular;6.36;35;Boleto;Masculino;Solteiro(a);26;Guarapuava
1667;Regular;4.67;38;Boleto;Feminino;Casado(a);49;Colombo
1668;Regular;5.8;68;Boleto;Feminino;Casado(a);57;Guarapuava
1669;Regular;6.45;53;Visa;Feminino;Casado(a);28;Londrina
1670;Regular;6.63;35;Boleto;Feminino;Solteiro(a);52;Toledo
1671;Regular;7.34;29;Boleto;Feminino;Solteiro(a);55;Guarapuava
1672;Regular;6.92;61;Boleto;Feminino;Solteiro(a);39;Maringa
1673;1Compra;7.55;27;Boleto;Feminino;Solteiro(a);60;Pato Branco
1674;1Compra;5.02;38;Boleto;Feminino;Solteiro(a);22;CuritibaLondrina
1675;Regular;7.02;63;Boleto;Masculino;Casado(a);31;Pato Branco
1676;Regular;7.35;42;Boleto;Feminino;Solteiro(a);60;Pato Branco
1677;1Compra;4.71;32;Boleto;Feminino;Casado(a);32;Colombo
1678;Regular;7.68;64;Boleto;Feminino;Solteiro(a);54;Guarapuava
1679;Regular;5.88;52;Visa;Feminino;Solteiro(a);21;Maringa
1680;Regular;7.08;37;Boleto;Feminino;Casado(a);46;Toledo
1681;1Compra;7.95;83;Boleto;Feminino;Solteiro(a);35;Colombo
1682;Regular;5.16;77;Boleto;Feminino;Solteiro(a);36;Maringa
1683;1Compra;4.81;60;Boleto;Feminino;Solteiro(a);49;Maringa
1684;Regular;5.88;106;Boleto;Masculino;Casado(a);41;Toledo
1685;Regular;6.25;111;Boleto;Feminino;Solteiro(a);56;Maringa
1686;Regular;6.62;50;Boleto;Masculino;Solteiro(a);41;Maringa
1687;1Compra;6.9;39;Boleto;Feminino;Casado(a);28;Toledo
1688;1Compra;5.79;63;Boleto;Feminino;Casado(a);53;Toledo
1689;Regular;6.01;25;Boleto;Feminino;Casado(a);30;Colombo
1690;Regular;8.01;61;Boleto;Feminino;Solteiro(a);21;CuritibaCuritiba
1691;Regular;4.45;25;Visa;Feminino;Solteiro(a);41;Maringa
1692;Regular;6.2;61;Boleto;Feminino;Solteiro(a);47;Pato Branco
1693;Regular;4.3;89;Boleto;Feminino;Solteiro(a);34;Guarapuava
1694;Regular;6.89;55;Boleto;Feminino;Solteiro(a);49;Colombo
1695;Regular;8.08;44;Boleto;Masculino;Casado(a);37;Maringa
1696;Regular;6.33;55;Boleto;Feminino;Solteiro(a);25;Colombo
1697;Regular;5.06;41;Boleto;Feminino;Casado(a);31;Guarapuava
1698;Regular;6.89;62;MasterCard;Feminino;Solteiro(a);45;Maringa
1699;Regular;6.63;49;Boleto;Feminino;Solteiro(a);46;Guarapuava
1700;Regular;7.28;36;Boleto;Feminino;Solteiro(a);49;Toledo
1701;Regular;5.95;66;Boleto;Feminino;Solteiro(a);33;Colombo
1702;Regular;6.13;34;Boleto;Feminino;Solteiro(a);54;Colombo
1703;Regular;7.53;62;Boleto;Feminino;Solteiro(a);49;Maringa
1704;Regular;7.67;22;Boleto;Masculino;Casado(a);47;Pato Branco
1705;Regular;8.71;62;Boleto;Feminino;Solteiro(a);30;Guarapuava
1706;Regular;4.52;45;Visa;Feminino;Casado(a);34;Curitiba0
1707;Regular;6.16;61;Boleto;Feminino;Solteiro(a);63;Guarapuava
1708;1Compra;4.56;25;Boleto;Feminino;Solteiro(a);23;Maringa
1709;1Compra;7.06;66;Visa;Feminino;Casado(a);29;Pato Branco
1710;Regular;5.39;32;Boleto;Feminino;Solteiro(a);50;Toledo
1711;1Compra;6.9;75;MasterCard;Feminino;Solteiro(a);48;Guarapuava
1712;1Compra;5.27;25;Boleto;Feminino;Solteiro(a);47;Londrina
1713;Regular;5.33;72;Visa;Masculino;Casado(a);39;Colombo
1714;1Compra;8.16;44;Boleto;Feminino;Solteiro(a);49;Londrina
1715;1Compra;5.65;113;Boleto;Masculino;Solteiro(a);28;Maringa
1716;Regular;5.29;111;Boleto;Feminino;Casado(a);35;Colombo
1717;1Compra;7.5;98;Boleto;Feminino;Casado(a);56;Pato Branco
1718;Regular;7.97;71;Visa;Feminino;Casado(a);36;Toledo
1719;1Compra;7.54;103;Boleto;Feminino;Solteiro(a);23;Pato Branco
1720;Regular;4.64;158;Boleto;Feminino;Solteiro(a);20;Toledo
1721;Regular;7.59;58;Boleto;Feminino;Solteiro(a);24;Toledo
1722;Regular;5.61;82;Boleto;Feminino;Solteiro(a);49;Pato Branco
1723;Regular;7.78;130;Boleto;Feminino;Solteiro(a);46;Pato Branco
1724;1Compra;7.22;28;Visa;Masculino;Casado(a);69;Toledo
1725;Regular;7.68;118;Boleto;Feminino;Solteiro(a);46;Guarapuava
1726;Regular;6.14;78;MasterCard;Feminino;Casado(a);31;Pato Branco
1727;Regular;4.61;69;Boleto;Feminino;Solteiro(a);31;Colombo
1728;Regular;5.88;23;MasterCard;Feminino;Solteiro(a);43;Colombo
1729;Regular;7.68;93;Visa;Feminino;Solteiro(a);33;Guarapuava
1730;1Compra;4.47;68;Boleto;Feminino;Solteiro(a);56;Maringa
1731;Regular;4.07;123;Boleto;Feminino;Solteiro(a);32;Toledo
1732;1Compra;7.62;55;Boleto;Feminino;Solteiro(a);53;Colombo
1733;Regular;7.55;85;Visa;Masculino;Casado(a);45;Colombo
1734;1Compra;7.86;97;Boleto;Feminino;Solteiro(a);37;Pato Branco
1735;Regular;7.62;68;Visa;Feminino;Casado(a);25;Guarapuava
1736;1Compra;6.79;63;Visa;Feminino;Solteiro(a);51;Toledo
1737;Regular;5.75;113;Visa;Feminino;Solteiro(a);27;Colombo
1738;Regular;6.31;88;Boleto;Feminino;Casado(a);65;Pato Branco
1739;Regular;4.76;109;Boleto;Feminino;Solteiro(a);38;Toledo
1740;Regular;5.02;89;Boleto;Feminino;Solteiro(a);49;Colombo
1741;Regular;7.43;108;Boleto;Feminino;Solteiro(a);43;Pato Branco
1742;Regular;6.01;112;Boleto;Masculino;Casado(a);34;Curitiba0
1743;Regular;4.67;47;Boleto;Feminino;Solteiro(a);54;Pato Branco
1744;Regular;5.33;38;Boleto;Masculino;Solteiro(a);50;Londrina
1745;Regular;9.04;86;Visa;Feminino;Casado(a);56;Pato Branco
1746;Regular;7.94;50;Boleto;Feminino;Casado(a);57;Colombo
1747;Regular;8.08;27;Visa;Feminino;Casado(a);37;Maringa
1748;Regular;5.88;82;Boleto;Feminino;Solteiro(a);39;CuritibaColombo
1749;Regular;6.73;47;Boleto;Feminino;Solteiro(a);23;Pato Branco
1750;Regular;6.01;41;Boleto;Feminino;Solteiro(a);61;Pato Branco
1751;1Compra;7.51;44;Boleto;Feminino;Solteiro(a);49;Colombo
1752;1Compra;5.54;155;Boleto;Feminino;Solteiro(a);34;Maringa
1753;Regular;5.37;77;Boleto;Masculino;Casado(a);85;Pato Branco
1754;Regular;7.28;68;Boleto;Feminino;Solteiro(a);35;Pato Branco
1755;Regular;5.18;169;Visa;Feminino;Casado(a);53;Guarapuava
1756;Regular;4.31;70;Visa;Feminino;Solteiro(a);37;Colombo
1757;Regular;7.03;65;Visa;Feminino;Solteiro(a);0;Curitiba0
1758;Regular;4.9;55;Boleto;Feminino;Solteiro(a);39;Maringa
1759;Regular;4.32;56;MasterCard;Feminino;Solteiro(a);21;Colombo
1760;Regular;7.57;94;Boleto;Feminino;Solteiro(a);26;Pato Branco
1761;Regular;5.29;77;MasterCard;Feminino;Solteiro(a);42;Toledo
1762;1Compra;7.75;61;Boleto;Masculino;Casado(a);52;Pato Branco
1763;Regular;6.39;106;MasterCard;Feminino;Solteiro(a);48;Toledo
1764;Regular;5.68;54;Boleto;Feminino;Casado(a);19;Pato Branco
1765;1Compra;4.22;59;Boleto;Feminino;Solteiro(a);28;Pato Branco
1766;Regular;4.39;57;Boleto;Feminino;Solteiro(a);39;Guarapuava
1767;Regular;7.61;59;Boleto;Feminino;Casado(a);40;Pato Branco
1768;Regular;7.59;130;Boleto;Feminino;Solteiro(a);35;Pato Branco
1769;Regular;6.15;55;Boleto;Feminino;Solteiro(a);34;Toledo
1770;Regular;6.55;45;Boleto;Feminino;Solteiro(a);51;Guarapuava
1771;Regular;4.4;62;Boleto;Masculino;Casado(a);57;Maringa
1772;Regular;6.45;31;Boleto;Feminino;Solteiro(a);54;Pato Branco
1773;Regular;5.62;48;Boleto;Masculino;Solteiro(a);58;Pato Branco
1774;1Compra;8.09;120;MasterCard;Feminino;Casado(a);33;Maringa
1775;1Compra;7.73;62;Boleto;Feminino;Casado(a);54;Pato Branco
1776;Regular;4.4;31;Boleto;Feminino;Casado(a);32;Maringa
1777;Regular;7.27;143;Boleto;Feminino;Solteiro(a);33;Colombo
1778;1Compra;7.33;95;Boleto;Feminino;Solteiro(a);41;Curitiba0
1779;1Compra;5.55;29;Boleto;Feminino;Solteiro(a);24;CuritibaCuritiba
1780;;5.17;61;Visa;Feminino;Solteiro(a);25;Toledo
